,org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ
86,112,COMPLETE,A_PREACCEPTED,2011-10-01 13:02:44.257000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
87,11203,COMPLETE,A_ACCEPTED,2011-10-01 16:00:15.975000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
88,11203,COMPLETE,A_FINALIZED,2011-10-01 16:05:26.312000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
89,10809,COMPLETE,A_APPROVED,2011-10-18 12:01:28.757000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
90,10809,COMPLETE,A_REGISTERED,2011-10-18 12:01:28.758000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
91,10809,COMPLETE,A_ACTIVATED,2011-10-18 12:01:28.758000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
92,112,COMPLETE,A_SUBMITTED,2011-10-01 13:12:58.663000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
93,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 13:12:58.865000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
94,112,COMPLETE,A_PREACCEPTED,2011-10-01 13:13:42.121000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
95,11000,COMPLETE,A_ACCEPTED,2011-10-01 15:54:11.638000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
96,11000,COMPLETE,A_FINALIZED,2011-10-01 15:56:39.615000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
97,10629,COMPLETE,A_REGISTERED,2011-10-14 16:22:47.530000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
98,10629,COMPLETE,A_APPROVED,2011-10-14 16:22:47.530000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
99,10629,COMPLETE,A_ACTIVATED,2011-10-14 16:22:47.530000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
100,112,COMPLETE,A_SUBMITTED,2011-10-01 13:44:12.627000+02:00,2011-10-01 13:44:12.626000+02:00,173742,6000
101,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 13:44:12.796000+02:00,2011-10-01 13:44:12.626000+02:00,173742,6000
102,10939,COMPLETE,A_PREACCEPTED,2011-10-01 14:56:21.300000+02:00,2011-10-01 13:44:12.626000+02:00,173742,6000
103,11120,COMPLETE,A_DECLINED,2011-10-14 15:52:04.486000+02:00,2011-10-01 13:44:12.626000+02:00,173742,6000
104,112,COMPLETE,A_SUBMITTED,2011-10-01 14:08:16.294000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
105,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 14:08:16.484000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
106,10939,COMPLETE,A_PREACCEPTED,2011-10-01 15:21:26.216000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
107,11111,COMPLETE,A_ACCEPTED,2011-10-01 15:55:33.955000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
108,11111,COMPLETE,A_FINALIZED,2011-10-01 15:58:41.856000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
109,11000,COMPLETE,A_CANCELLED,2011-10-08 12:45:57.789000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
110,112,COMPLETE,A_SUBMITTED,2011-10-01 14:09:16.088000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
111,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 14:09:16.307000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
112,10939,COMPLETE,A_PREACCEPTED,2011-10-01 15:24:16.783000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
113,11119,COMPLETE,A_ACCEPTED,2011-10-01 16:33:21.976000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
114,11119,COMPLETE,A_FINALIZED,2011-10-01 16:36:44.831000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
115,11001,COMPLETE,A_DECLINED,2011-10-03 16:44:19.335000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
116,112,COMPLETE,A_SUBMITTED,2011-10-01 14:14:39.442000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
117,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 14:14:39.698000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
118,112,COMPLETE,A_PREACCEPTED,2011-10-01 14:15:21.127000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
119,11111,COMPLETE,A_ACCEPTED,2011-10-01 16:43:08.537000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
120,11111,COMPLETE,A_FINALIZED,2011-10-01 16:49:59.191000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
121,10138,COMPLETE,A_REGISTERED,2011-10-11 10:39:30.984000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
122,10138,COMPLETE,A_ACTIVATED,2011-10-11 10:39:30.984000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
123,10138,COMPLETE,A_APPROVED,2011-10-11 10:39:30.984000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
124,112,COMPLETE,A_SUBMITTED,2011-10-01 14:50:09.763000+02:00,2011-10-01 14:50:09.763000+02:00,173754,20000
125,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 14:50:11.084000+02:00,2011-10-01 14:50:09.763000+02:00,173754,20000
126,112,COMPLETE,A_PREACCEPTED,2011-10-01 14:50:51.260000+02:00,2011-10-01 14:50:09.763000+02:00,173754,20000
127,10809,COMPLETE,A_DECLINED,2011-10-14 14:28:39.170000+02:00,2011-10-01 14:50:09.763000+02:00,173754,20000
128,112,COMPLETE,A_SUBMITTED,2011-10-01 15:02:58.635000+02:00,2011-10-01 15:02:58.635000+02:00,173757,25000
129,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 15:02:58.837000+02:00,2011-10-01 15:02:58.635000+02:00,173757,25000
130,112,COMPLETE,A_DECLINED,2011-10-01 15:03:36.223000+02:00,2011-10-01 15:02:58.635000+02:00,173757,25000
131,112,COMPLETE,A_SUBMITTED,2011-10-01 15:15:17.454000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
132,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 15:15:17.785000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
133,112,COMPLETE,A_PREACCEPTED,2011-10-01 15:15:57.085000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
134,11019,COMPLETE,A_ACCEPTED,2011-10-01 15:56:34.697000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
135,11019,COMPLETE,A_FINALIZED,2011-10-01 16:01:43.413000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
136,10972,COMPLETE,A_APPROVED,2011-10-14 15:41:03.384000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
137,10972,COMPLETE,A_ACTIVATED,2011-10-14 15:41:03.384000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
138,10972,COMPLETE,A_REGISTERED,2011-10-14 15:41:03.384000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
139,112,COMPLETE,A_SUBMITTED,2011-10-01 16:09:22.741000+02:00,2011-10-01 16:09:22.741000+02:00,173763,4000
140,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 16:09:23.366000+02:00,2011-10-01 16:09:22.741000+02:00,173763,4000
141,10939,COMPLETE,A_DECLINED,2011-10-01 16:38:40.609000+02:00,2011-10-01 16:09:22.741000+02:00,173763,4000
142,112,COMPLETE,A_SUBMITTED,2011-10-01 16:12:02.338000+02:00,2011-10-01 16:12:02.338000+02:00,173766,2000
143,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 16:12:02.437000+02:00,2011-10-01 16:12:02.338000+02:00,173766,2000
144,112,COMPLETE,A_PREACCEPTED,2011-10-01 16:12:45.054000+02:00,2011-10-01 16:12:02.338000+02:00,173766,2000
145,11180,COMPLETE,A_CANCELLED,2011-10-06 20:52:10.659000+02:00,2011-10-01 16:12:02.338000+02:00,173766,2000
146,112,COMPLETE,A_SUBMITTED,2011-10-01 16:34:46.838000+02:00,2011-10-01 16:34:46.837000+02:00,173769,10000
147,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 16:34:46.971000+02:00,2011-10-01 16:34:46.837000+02:00,173769,10000
148,112,COMPLETE,A_DECLINED,2011-10-01 16:35:23.337000+02:00,2011-10-01 16:34:46.837000+02:00,173769,10000
149,112,COMPLETE,A_SUBMITTED,2011-10-01 16:39:55.798000+02:00,2011-10-01 16:39:55.798000+02:00,173772,3000
150,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 16:39:55.898000+02:00,2011-10-01 16:39:55.798000+02:00,173772,3000
151,112,COMPLETE,A_DECLINED,2011-10-01 16:40:31.075000+02:00,2011-10-01 16:39:55.798000+02:00,173772,3000
152,112,COMPLETE,A_SUBMITTED,2011-10-01 16:59:00.006000+02:00,2011-10-01 16:59:00.006000+02:00,173775,10000
153,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 16:59:00.116000+02:00,2011-10-01 16:59:00.006000+02:00,173775,10000
154,112,COMPLETE,A_PREACCEPTED,2011-10-01 16:59:31.819000+02:00,2011-10-01 16:59:00.006000+02:00,173775,10000
155,10913,COMPLETE,A_DECLINED,2011-10-03 10:38:00.941000+02:00,2011-10-01 16:59:00.006000+02:00,173775,10000
156,112,COMPLETE,A_SUBMITTED,2011-10-01 17:49:31.297000+02:00,2011-10-01 17:49:31.297000+02:00,173778,10000
157,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 17:49:31.470000+02:00,2011-10-01 17:49:31.297000+02:00,173778,10000
158,10971,COMPLETE,A_DECLINED,2011-10-03 09:04:53.732000+02:00,2011-10-01 17:49:31.297000+02:00,173778,10000
159,112,COMPLETE,A_SUBMITTED,2011-10-01 18:10:34.289000+02:00,2011-10-01 18:10:34.289000+02:00,173781,1500
160,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 18:10:34.403000+02:00,2011-10-01 18:10:34.289000+02:00,173781,1500
161,112,COMPLETE,A_PREACCEPTED,2011-10-01 18:11:13.866000+02:00,2011-10-01 18:10:34.289000+02:00,173781,1500
162,11180,COMPLETE,A_DECLINED,2011-10-03 09:24:47.145000+02:00,2011-10-01 18:10:34.289000+02:00,173781,1500
163,112,COMPLETE,A_SUBMITTED,2011-10-01 19:05:56.898000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
164,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 19:05:57.032000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
165,112,COMPLETE,A_PREACCEPTED,2011-10-01 19:06:42.529000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
166,11122,COMPLETE,A_ACCEPTED,2011-10-04 17:35:26.509000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
167,11122,COMPLETE,A_FINALIZED,2011-10-04 17:37:27.175000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
168,10609,COMPLETE,A_APPROVED,2011-11-15 12:50:28.812000+01:00,2011-10-01 19:05:56.897000+02:00,173784,5000
169,10609,COMPLETE,A_ACTIVATED,2011-11-15 12:50:28.812000+01:00,2011-10-01 19:05:56.897000+02:00,173784,5000
170,10609,COMPLETE,A_REGISTERED,2011-11-15 12:50:28.812000+01:00,2011-10-01 19:05:56.897000+02:00,173784,5000
171,112,COMPLETE,A_SUBMITTED,2011-10-01 19:06:01.646000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
172,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 19:06:01.808000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
173,112,COMPLETE,A_PREACCEPTED,2011-10-01 19:06:46.498000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
174,11202,COMPLETE,A_ACCEPTED,2011-10-03 09:27:58.776000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
175,11202,COMPLETE,A_FINALIZED,2011-10-03 09:31:07.141000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
176,11119,COMPLETE,A_CANCELLED,2011-10-19 18:51:53.683000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
177,112,COMPLETE,A_SUBMITTED,2011-10-01 19:14:15.425000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
178,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 19:14:15.570000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
179,112,COMPLETE,A_PREACCEPTED,2011-10-01 19:14:57.921000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
180,11120,COMPLETE,A_ACCEPTED,2011-10-03 09:25:01.529000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
181,11120,COMPLETE,A_FINALIZED,2011-10-03 09:26:10.576000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
182,10609,COMPLETE,A_APPROVED,2011-10-10 14:22:35.594000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
183,10609,COMPLETE,A_ACTIVATED,2011-10-10 14:22:35.595000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
184,10609,COMPLETE,A_REGISTERED,2011-10-10 14:22:35.595000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
185,112,COMPLETE,A_SUBMITTED,2011-10-01 19:32:46.330000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
186,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 19:32:46.507000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
187,112,COMPLETE,A_PREACCEPTED,2011-10-01 19:33:28.884000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
188,11120,COMPLETE,A_ACCEPTED,2011-10-03 14:50:01.765000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
189,11120,COMPLETE,A_FINALIZED,2011-10-03 14:53:19.306000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
190,10609,COMPLETE,A_REGISTERED,2011-10-18 11:25:03.798000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
191,10609,COMPLETE,A_ACTIVATED,2011-10-18 11:25:03.798000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
192,10609,COMPLETE,A_APPROVED,2011-10-18 11:25:03.798000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
193,112,COMPLETE,A_SUBMITTED,2011-10-01 20:19:11.828000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
194,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 20:19:12.321000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
195,112,COMPLETE,A_PREACCEPTED,2011-10-01 20:19:54.267000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
196,11001,COMPLETE,A_ACCEPTED,2011-10-03 11:07:36.401000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
197,11001,COMPLETE,A_FINALIZED,2011-10-03 11:15:53.537000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
198,11201,COMPLETE,A_CANCELLED,2011-10-10 17:23:53.999000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
199,112,COMPLETE,A_SUBMITTED,2011-10-01 20:27:34.477000+02:00,2011-10-01 20:27:34.477000+02:00,173799,10000
200,112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 20:27:34.604000+02:00,2011-10-01 20:27:34.477000+02:00,173799,10000
201,112,COMPLETE,A_PREACCEPTED,2011-10-01 20:28:25.400000+02:00,2011-10-01 20:27:34.477000+02:00,173799,10000
202,11121,COMPLETE,A_DECLINED,2011-10-04 18:30:26.808000+02:00,2011-10-01 20:27:34.477000+02:00,173799,10000
203,112,COMPLETE,A_SUBMITTED,2011-10-01 20:35:21.093000+02:00,2011-10-01 20:35:21.093000+02:00,173802,25000
